statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;146229;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;348470;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;15717;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;164856;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;2894022;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;1471557;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;2871;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;274543;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;1221568;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;1508606;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;427094;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;51919;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAZG1;Staatsangehörigkeit;;Insgesamt;4038131;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;455373;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;1182479;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;327085;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;18328;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;130477;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;2365701;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;399835;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;1978253;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;58876;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;258555;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;84941;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13482;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;17607;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;550499;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;3913;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;478945;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13743;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;174025;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;324701;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;243481;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;740922;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;3807;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;156289;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;444535;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;28414;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;125187;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;244198;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;493384;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;140642;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAZG1;Staatsangehörigkeit;;Insgesamt;136204;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;30866;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;1040610;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;501273;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;1288061;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;1673442;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;1428567;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;9185;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;214899;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;54893;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;59638;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;309488;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;224394;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAZG1;Staatsangehörigkeit;;Insgesamt;592353;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;59353;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;195169;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;15322409;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;486398;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;240014;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;87043;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;259127;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;23895;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;645600;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;178143;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;185042;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;27327;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;220935;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;121874;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;350807;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;588057;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;;Insgesamt;1415198;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;97542;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;48837;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;215492;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;143466;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;8981;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;209407;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;52510;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;9666;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;1031902;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;263137;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;3582453;Anzahl;PRS018;Personen;e
